task_type,task_id,method,model,tools_correct,arguments_correct,tools_efficient,answer_efficient,correct,efficient,error,runtime_seconds,input_tokens,output_tokens,total_tokens
Mehrquellenverarbeitung,84,plan-based,gpt-5.4-mini,1,1,1,1,1,1,,2.220666200002597,4378,96,4474
Mehrquellenverarbeitung,84,iterative,qwen3:8b,0,0,0,0,0,0,timeout,,,,
Mehrquellenverarbeitung,84,iterative,qwen3:30b,0,0,0,0,0,0,timeout,,,,
Mehrquellenverarbeitung,84,iterative,gpt-5.4-mini,1,1,1,1,1,1,,1.941,4745,96,4841
Mehrquellenverarbeitung,85,deterministic,qwen3:8b,0,0,0,0,0,0,timeout,,,,
Mehrquellenverarbeitung,85,deterministic,qwen3:30b,1,1,1,1,1,1,,20.995193499999004,3590,2664,6254
Mehrquellenverarbeitung,85,deterministic,gpt-5.4-mini,1,1,1,1,1,1,,1.657993799999531,3140,58,3198
Mehrquellenverarbeitung,85,plan-based,qwen3:8b,0,0,0,0,0,0,timeout,,,,
Mehrquellenverarbeitung,85,plan-based,qwen3:30b,0,0,0,0,0,0,timeout,,,,
Mehrquellenverarbeitung,85,plan-based,gpt-5.4-mini,1,1,0,0,1,0,,2.5143727000031504,4381,193,4574
Mehrquellenverarbeitung,85,iterative,qwen3:8b,0,0,0,0,0,0,timeout,,,,
Mehrquellenverarbeitung,85,iterative,qwen3:30b,0,0,0,0,0,0,timeout,,,,
Mehrquellenverarbeitung,85,iterative,gpt-5.4-mini,0,0,0,0,0,0,,2.562,4748,188,4936
Mehrquellenverarbeitung,86,deterministic,qwen3:8b,1,1,1,1,1,1,,20.061334300000453,3595,1617,5212
Mehrquellenverarbeitung,86,deterministic,qwen3:30b,0,0,0,0,0,0,timeout,,,,
Mehrquellenverarbeitung,86,deterministic,gpt-5.4-mini,1,1,1,1,1,1,,2.387819199997466,3146,150,3296
Mehrquellenverarbeitung,86,plan-based,qwen3:8b,0,0,0,0,0,0,timeout,,,,
Mehrquellenverarbeitung,86,plan-based,qwen3:30b,0,0,0,0,0,0,timeout,,,,
Mehrquellenverarbeitung,86,plan-based,gpt-5.4-mini,1,1,0,0,1,0,,2.4210998000053223,4387,147,4534
Mehrquellenverarbeitung,86,iterative,qwen3:8b,0,0,0,0,0,0,timeout,,,,
Mehrquellenverarbeitung,86,iterative,qwen3:30b,0,0,0,0,0,0,timeout,,,,
Mehrquellenverarbeitung,86,iterative,gpt-5.4-mini,1,1,0,0,1,0,,2.332,4754,127,4881
Mehrquellenverarbeitung,87,deterministic,qwen3:8b,1,1,1,1,1,1,,17.973354100002325,3597,1421,5018
Mehrquellenverarbeitung,87,deterministic,qwen3:30b,0,0,0,0,0,0,timeout,,,,
Mehrquellenverarbeitung,87,deterministic,gpt-5.4-mini,1,1,1,1,1,1,,2.4411191000035615,3148,210,3358
Mehrquellenverarbeitung,87,plan-based,qwen3:8b,0,0,0,0,0,0,timeout,,,,
Mehrquellenverarbeitung,87,plan-based,qwen3:30b,0,0,0,0,0,0,timeout,,,,
Mehrquellenverarbeitung,87,plan-based,gpt-5.4-mini,1,1,0,0,1,0,,2.1796069000047282,4389,97,4486
Mehrquellenverarbeitung,87,iterative,qwen3:8b,0,0,0,0,0,0,timeout,,,,
Mehrquellenverarbeitung,87,iterative,qwen3:30b,0,0,0,0,0,0,timeout,,,,
Mehrquellenverarbeitung,87,iterative,gpt-5.4-mini,0,0,0,0,0,0,,1.988,4756,120,4876
Mehrquellenverarbeitung,88,deterministic,qwen3:8b,0,0,0,0,0,0,timeout,,,,
Mehrquellenverarbeitung,88,deterministic,qwen3:30b,0,0,0,0,0,0,timeout,,,,
Mehrquellenverarbeitung,88,deterministic,gpt-5.4-mini,1,1,1,1,1,1,,2.5274961999966763,3145,208,3353
Mehrquellenverarbeitung,88,plan-based,qwen3:8b,0,0,0,0,0,0,timeout,,,,
Mehrquellenverarbeitung,88,plan-based,qwen3:30b,0,0,0,0,0,0,timeout,,,,
Mehrquellenverarbeitung,88,plan-based,gpt-5.4-mini,1,1,0,0,1,0,,3.2353156999961357,4386,124,4510
Mehrquellenverarbeitung,88,iterative,qwen3:8b,0,0,0,0,0,0,timeout,,,,
Mehrquellenverarbeitung,88,iterative,qwen3:30b,0,0,0,0,0,0,timeout,,,,
Mehrquellenverarbeitung,88,iterative,gpt-5.4-mini,0,0,0,0,0,0,,2.104,4753,143,4896
Mehrquellenverarbeitung,89,deterministic,qwen3:8b,1,1,1,1,1,1,,18.78748479999922,3595,1488,5083
Mehrquellenverarbeitung,89,deterministic,qwen3:30b,0,0,0,0,0,0,timeout,,,,
Mehrquellenverarbeitung,89,deterministic,gpt-5.4-mini,1,1,1,1,1,1,,2.1863080999974045,3147,158,3305
Mehrquellenverarbeitung,89,plan-based,qwen3:8b,0,0,0,0,0,0,timeout,,,,
Mehrquellenverarbeitung,89,plan-based,qwen3:30b,0,0,0,0,0,0,timeout,,,,
Mehrquellenverarbeitung,89,plan-based,gpt-5.4-mini,1,1,0,0,1,0,,2.0883935000019846,4388,125,4513
Mehrquellenverarbeitung,89,iterative,qwen3:8b,0,0,0,0,0,0,timeout,,,,
Mehrquellenverarbeitung,89,iterative,qwen3:30b,0,0,0,0,0,0,timeout,,,,
Mehrquellenverarbeitung,89,iterative,gpt-5.4-mini,1,1,0,0,1,0,,1.97,4755,114,4869
Mehrquellenverarbeitung,90,deterministic,qwen3:8b,1,1,1,1,1,1,,16.934655199998815,3594,1329,4923
Mehrquellenverarbeitung,90,deterministic,qwen3:30b,0,0,0,0,0,0,timeout,,,,
Mehrquellenverarbeitung,90,deterministic,gpt-5.4-mini,1,1,1,1,1,1,,2.430639500002144,3141,208,3349
Mehrquellenverarbeitung,90,plan-based,qwen3:8b,0,0,0,0,0,0,timeout,,,,
Mehrquellenverarbeitung,90,plan-based,qwen3:30b,0,0,0,0,0,0,timeout,,,,
Mehrquellenverarbeitung,90,plan-based,gpt-5.4-mini,1,1,0,0,1,0,,2.355729100003373,4382,166,4548
Mehrquellenverarbeitung,90,iterative,qwen3:8b,0,0,0,0,0,0,timeout,,,,
Mehrquellenverarbeitung,90,iterative,qwen3:30b,0,0,0,0,0,0,timeout,,,,
Mehrquellenverarbeitung,90,iterative,gpt-5.4-mini,1,1,0,0,1,0,,1.928,4749,116,4865
